CustomerID,ProdTaken,Age,TypeofContact,CityTier,DurationOfPitch,Occupation,Gender,NumberOfPersonVisiting,NumberOfFollowups,ProductPitched,PreferredPropertyStar,MaritalStatus,NumberOfTrips,Passport,PitchSatisfactionScore,OwnCar,NumberOfChildrenVisiting,Designation,MonthlyIncome,AgeGroup,IncomeCategory,FamilySize
203807,0,34,"Self Enquiry",3,17,"Small Business",Male,3,4,Deluxe,3,Unmarried,3,0,1,0,1,Manager,24165,Middle-aged,Medium,4
203808,0,29,"Company Invited",3,7,Salaried,Male,3,5,Deluxe,3,Married,3,1,1,0,1,Manager,25512,Young,Medium,4
203810,0,40,"Company Invited",3,28,Salaried,Female,3,6,Deluxe,3,Married,8,0,5,0,1,Manager,24414,Middle-aged,Medium,4
203811,0,28,"Self Enquiry",1,9,"Large Business",Male,3,4,Basic,4,Married,3,0,4,1,2,Executive,20904,Young,Medium,5
203812,0,35,"Company Invited",1,29,Salaried,Male,3,5,Deluxe,3,Married,3,1,1,1,1,Manager,24425,Middle-aged,Medium,4
203813,1,29,"Self Enquiry",3,20,"Small Business","Fe Male",3,4,Deluxe,3,Unmarried,5,1,5,1,2,Manager,28532,Young,Medium,5
203814,0,48,"Company Invited",1,21,"Large Business",Male,4,4,Deluxe,4,Married,2,0,3,0,3,Manager,24145,Senior,Medium,7
203815,0,57,"Self Enquiry",3,18,"Small Business",Female,3,5,Deluxe,5,Married,6,0,5,0,2,Manager,24058,Senior,Medium,5
203816,0,40,"Self Enquiry",1,16,"Small Business",Male,3,4,Deluxe,5,Married,3,0,4,1,1,Manager,23829,Middle-aged,Medium,4
203817,0,39,"Company Invited",1,15,"Small Business",Female,3,5,Deluxe,4,Married,3,1,1,1,1,Manager,20811,Middle-aged,Medium,4
203819,1,33,"Company Invited",1,12,Salaried,Female,3,2,Basic,3,Single,5,1,1,0,2,Executive,21110,Middle-aged,Medium,5
203820,0,39,"Self Enquiry",1,16,Salaried,Male,4,4,Basic,3,Married,4,0,1,1,2,Executive,23449,Middle-aged,Medium,6
203822,0,43,"Self Enquiry",3,19,"Small Business",Male,4,4,Deluxe,3,Married,5,1,1,0,1,Manager,23765,Middle-aged,Medium,5
203823,1,28,"Company Invited",2,29,Salaried,Female,3,5,Basic,4,Married,3,0,1,1,1,Executive,21541,Young,Medium,4
203824,0,36,"Self Enquiry",3,25,"Small Business",Male,4,4,Deluxe,5,Married,2,0,3,0,1,Manager,20822,Middle-aged,Medium,5
203825,0,29,"Company Invited",1,23,"Small Business",Male,3,4,Basic,3,Single,3,0,3,0,1,Executive,20822,Young,Medium,4
203826,0,32,"Company Invited",1,10,"Small Business",Male,3,4,Basic,5,Married,3,1,1,0,1,Executive,21743,Middle-aged,Medium,4
203827,0,37,"Company Invited",1,16,Salaried,Male,4,2,Basic,4,Married,3,0,5,1,1,Executive,21488,Middle-aged,Medium,5
203828,0,35,"Self Enquiry",3,7,"Small Business",Male,3,4,Standard,3,Unmarried,3,0,5,1,1,"Senior Manager",28566,Middle-aged,Medium,4
203829,0,35,"Self Enquiry",3,20,"Small Business",Male,3,4,Standard,3,Married,3,0,1,1,2,"Senior Manager",27306,Middle-aged,Medium,5
203830,0,27,"Self Enquiry",1,7,"Small Business",Male,4,4,Basic,5,Unmarried,2,0,5,1,3,Executive,21545,Young,Medium,7
203831,0,30,"Self Enquiry",1,7,Salaried,Male,3,4,Deluxe,5,Married,2,0,3,1,1,Manager,24051,Middle-aged,Medium,4
203832,0,33,"Company Invited",1,22,"Small Business",Female,3,4,Deluxe,3,Married,7,0,3,0,2,Manager,25345,Middle-aged,Medium,5
203833,0,32,"Company Invited",1,7,Salaried,Male,3,6,Deluxe,5,Married,3,0,1,1,2,Manager,23681,Middle-aged,Medium,5
203834,1,29,"Self Enquiry",1,24,"Large Business",Male,3,5,Basic,3,Married,7,0,3,0,2,Executive,21045,Young,Medium,5
203835,0,39,"Self Enquiry",3,7,Salaried,Male,3,5,Basic,5,Unmarried,6,0,3,0,2,Executive,21536,Middle-aged,Medium,5
203836,0,36,"Self Enquiry",3,14,Salaried,Female,3,4,Deluxe,3,Married,3,1,4,1,2,Manager,23882,Middle-aged,Medium,5
203837,0,28,"Self Enquiry",3,16,"Small Business",Male,3,4,Deluxe,3,Unmarried,3,0,1,0,2,Manager,22783,Young,Medium,5
203838,0,33,"Self Enquiry",1,12,Salaried,Male,3,5,Deluxe,3,Unmarried,2,0,1,0,2,Manager,28357,Middle-aged,Medium,5
203839,1,32,"Company Invited",3,33,"Small Business",Male,4,4,Deluxe,3,Married,3,1,3,0,2,Manager,24295,Middle-aged,Medium,6
203840,1,54,"Self Enquiry",3,31,Salaried,Male,4,4,Standard,5,Single,8,1,3,1,3,"Senior Manager",29126,Senior,Medium,7
203841,0,55,"Self Enquiry",1,16,Salaried,Female,4,4,Deluxe,3,Married,5,0,5,0,2,Manager,21575,Senior,Medium,6
203842,0,34,"Company Invited",1,14,Salaried,Male,3,4,Deluxe,3,Married,3,0,5,1,2,Manager,24646,Middle-aged,Medium,5
203843,0,44,"Self Enquiry",1,18,Salaried,Male,2,4,Standard,3,Married,3,0,1,1,1,"Senior Manager",26188,Middle-aged,Medium,3
203844,0,39,"Company Invited",2,7,Salaried,Male,3,4,Basic,4,Married,2,1,1,1,2,Executive,21669,Middle-aged,Medium,5
203847,0,40,"Self Enquiry",3,22,"Small Business",Male,4,4,"Super Deluxe",5,Single,2,0,1,1,3,AVP,32019,Middle-aged,Medium,7
203848,0,43,"Company Invited",1,30,Salaried,Male,3,5,Deluxe,3,Unmarried,3,0,3,1,2,Manager,23010,Middle-aged,Medium,5
203849,0,32,"Company Invited",1,17,"Small Business",Female,3,4,Standard,3,Married,6,0,1,1,2,"Senior Manager",29709,Middle-aged,Medium,5
203850,0,55,"Self Enquiry",1,17,"Small Business",Female,4,4,Deluxe,5,Unmarried,8,1,1,0,1,Manager,23118,Senior,Medium,5
203851,0,25,"Self Enquiry",1,7,Salaried,Male,3,5,Deluxe,3,Unmarried,3,0,3,1,2,Manager,23295,Young,Medium,5
203852,0,24,"Self Enquiry",1,19,Salaried,Male,4,4,Basic,3,Unmarried,3,0,5,1,1,Executive,21325,Young,Medium,5
203853,0,41,"Company Invited",1,18,"Large Business",Female,4,4,Deluxe,3,Married,3,0,3,1,2,Manager,25001,Middle-aged,Medium,6
203854,0,41,"Self Enquiry",3,9,"Small Business",Female,4,4,Deluxe,4,Married,5,0,3,1,2,Manager,24355,Middle-aged,Medium,6
203855,0,26,"Self Enquiry",2,9,Salaried,Female,3,4,Basic,4,Married,6,0,4,0,1,Executive,20865,Young,Medium,4
203856,0,31,"Self Enquiry",1,7,"Small Business",Male,4,4,Basic,4,Married,3,0,5,0,2,Executive,22426,Middle-aged,Medium,6
203857,0,26,"Self Enquiry",1,9,Salaried,Male,3,4,Basic,3,Married,8,1,5,0,1,Executive,22655,Young,Medium,4
203858,0,48,"Self Enquiry",1,32,"Small Business",Male,3,4,Standard,3,Unmarried,4,0,3,1,1,"Senior Manager",27311,Senior,Medium,4
203859,0,34,"Company Invited",1,7,"Small Business",Male,3,5,Basic,3,Married,3,0,3,0,1,Executive,20686,Middle-aged,Medium,4
203860,0,39,"Self Enquiry",3,7,Salaried,Male,3,4,Deluxe,4,Married,2,0,4,1,2,Manager,23118,Middle-aged,Medium,5
203861,0,32,"Self Enquiry",3,9,Salaried,Male,3,4,Basic,3,Married,2,0,4,1,1,Executive,21745,Middle-aged,Medium,4
203862,0,39,"Company Invited",1,13,Salaried,Male,4,5,Deluxe,3,Married,4,0,4,1,2,Manager,23999,Middle-aged,Medium,6
203863,0,43,"Self Enquiry",1,25,Salaried,Male,3,4,Deluxe,5,Married,8,1,1,0,1,Manager,24088,Middle-aged,Medium,4
203864,0,42,"Self Enquiry",1,7,Salaried,Male,4,4,Basic,3,Married,5,0,1,0,1,Executive,21460,Middle-aged,Medium,5
203865,0,48,"Company Invited",1,7,"Small Business",Female,4,4,Standard,4,Married,2,0,5,0,1,"Senior Manager",30635,Senior,Medium,5
203866,0,36,"Self Enquiry",1,18,"Small Business",Male,3,4,Basic,3,Married,2,1,5,0,1,Executive,21338,Middle-aged,Medium,4
203867,0,23,"Self Enquiry",1,7,Salaried,Male,4,4,Basic,3,Unmarried,2,0,3,0,3,Executive,22053,Young,Medium,7
203868,0,36,"Self Enquiry",1,16,"Small Business",Male,3,4,Deluxe,3,Unmarried,3,0,4,0,2,Manager,23776,Middle-aged,Medium,5
203869,0,34,"Self Enquiry",1,22,"Small Business",Female,4,4,Deluxe,3,Married,2,1,1,1,2,Manager,23556,Middle-aged,Medium,6
203870,0,33,"Self Enquiry",1,36,Salaried,Female,3,5,Basic,4,Unmarried,3,0,3,1,1,Executive,21515,Middle-aged,Medium,4
203871,0,41,"Self Enquiry",1,7,Salaried,Male,3,4,Basic,3,Married,2,0,1,0,1,Executive,21084,Middle-aged,Medium,4
203872,0,33,"Self Enquiry",3,7,"Small Business",Male,4,5,Basic,4,Married,2,0,1,0,3,Executive,20947,Middle-aged,Medium,7
203873,0,40,"Self Enquiry",1,31,Salaried,Male,3,4,Deluxe,3,Unmarried,2,0,4,1,1,Manager,22786,Middle-aged,Medium,4
203874,0,39,"Self Enquiry",1,17,"Small Business",Female,3,6,Standard,3,Married,5,0,1,1,2,"Senior Manager",31884,Middle-aged,Medium,5
203875,0,33,"Self Enquiry",3,7,"Small Business",Female,3,4,Standard,3,Married,3,0,5,1,1,"Senior Manager",29100,Middle-aged,Medium,4
203876,0,38,"Self Enquiry",1,17,Salaried,Female,3,2,Standard,3,Married,3,1,1,0,2,"Senior Manager",32422,Middle-aged,Medium,5
203877,0,26,"Self Enquiry",3,15,Salaried,Female,3,4,Deluxe,3,Married,2,1,1,1,2,Manager,23585,Young,Medium,5
203878,0,53,"Company Invited",3,127,Salaried,Male,3,4,Basic,3,Married,4,0,1,1,2,Executive,22160,Senior,Medium,5
203879,0,45,"Self Enquiry",1,7,"Small Business",Male,3,4,Basic,3,Single,8,1,4,0,2,Executive,21114,Middle-aged,Medium,5
203880,0,22,"Self Enquiry",3,12,"Small Business",Male,3,4,Basic,5,Single,3,1,1,1,1,Executive,21058,Young,Medium,4
203882,1,24,"Company Invited",3,16,"Small Business",Male,3,4,Basic,5,Married,3,0,5,1,1,Executive,20468,Young,Medium,4
203883,0,37,"Self Enquiry",3,10,"Small Business",Female,4,5,Standard,3,Married,2,0,3,1,1,"Senior Manager",26322,Middle-aged,Medium,5
203884,0,37,"Company Invited",1,11,Salaried,Female,4,4,Deluxe,4,Married,2,0,3,1,2,Manager,23809,Middle-aged,Medium,6
203885,0,57,"Company Invited",1,7,Salaried,Male,3,4,Deluxe,3,Married,3,0,3,0,1,Manager,24984,Senior,Medium,4
203886,1,30,"Self Enquiry",1,7,"Small Business",Male,3,4,Basic,3,Married,2,1,3,1,1,Executive,23465,Middle-aged,Medium,4
203888,1,57,"Self Enquiry",1,14,"Large Business",Male,4,4,Basic,3,Married,2,0,4,1,3,Executive,21017,Senior,Medium,7
203889,0,42,"Self Enquiry",1,35,Salaried,Female,3,5,"Super Deluxe",4,Married,2,0,5,1,2,AVP,32248,Middle-aged,Medium,5
203890,0,35,"Self Enquiry",3,35,"Small Business",Female,4,5,Deluxe,3,Married,3,0,5,1,1,Manager,25390,Middle-aged,Medium,5
203891,0,37,"Company Invited",3,22,"Small Business",Male,3,6,Deluxe,3,Married,3,0,1,1,1,Manager,24084,Middle-aged,Medium,4
203892,0,42,"Self Enquiry",3,10,Salaried,Male,3,5,Deluxe,4,Married,4,0,3,0,2,Manager,27616,Middle-aged,Medium,5
203893,0,33,"Self Enquiry",1,9,"Large Business",Male,4,4,Basic,5,Single,3,0,1,1,2,Executive,21117,Middle-aged,Medium,6
203894,0,36,"Self Enquiry",2,33,Salaried,"Fe Male",3,4,Standard,3,Unmarried,3,1,1,1,1,"Senior Manager",27515,Middle-aged,Medium,4
203895,0,39,"Self Enquiry",3,17,Salaried,Female,4,4,Deluxe,3,Married,3,0,4,0,3,Manager,24021,Middle-aged,Medium,7
203896,1,51,"Company Invited",3,7,Salaried,Male,4,4,Deluxe,3,Married,2,0,3,1,2,Manager,25406,Senior,Medium,6
203897,0,37,"Self Enquiry",3,18,"Small Business",Female,4,5,Deluxe,3,Married,6,0,1,1,2,Manager,25330,Middle-aged,Medium,6
203898,0,46,"Self Enquiry",3,27,Salaried,Female,3,4,Deluxe,3,Unmarried,2,0,1,1,1,Manager,23528,Senior,Medium,4
203899,0,41,"Self Enquiry",1,9,Salaried,Male,3,5,Basic,3,Unmarried,4,0,5,0,2,Executive,21487,Middle-aged,Medium,5
203900,0,36,"Company Invited",1,25,Salaried,Male,4,4,Deluxe,3,Married,3,1,3,1,1,Manager,24367,Middle-aged,Medium,5
203901,0,41,"Self Enquiry",1,9,"Small Business",Female,4,4,Basic,3,Married,4,0,1,1,2,Executive,20679,Middle-aged,Medium,6
203902,0,36,"Self Enquiry",1,7,Salaried,Female,4,6,Basic,3,Married,3,0,3,0,2,Executive,21655,Middle-aged,Medium,6
203903,0,30,"Self Enquiry",1,20,Salaried,Male,3,5,Deluxe,4,Married,6,1,4,1,1,Manager,22703,Middle-aged,Medium,4
203904,0,30,"Self Enquiry",1,35,"Small Business",Female,4,5,Basic,5,Unmarried,3,0,1,0,2,Executive,22463,Middle-aged,Medium,6
203905,1,51,"Self Enquiry",3,35,"Small Business",Male,3,5,Standard,5,Married,6,1,5,0,1,"Senior Manager",29532,Senior,Medium,4
203906,0,40,"Self Enquiry",3,31,"Small Business",Female,3,5,"Super Deluxe",3,Married,2,0,1,1,2,AVP,30709,Middle-aged,Medium,5
203907,0,32,"Company Invited",1,12,"Small Business",Male,4,4,Deluxe,5,Single,2,0,1,0,3,Manager,28614,Middle-aged,Medium,7
203908,0,27,"Self Enquiry",3,12,Salaried,Female,2,5,Basic,3,Unmarried,2,0,1,0,1,Executive,21644,Young,Medium,3
203909,0,37,"Company Invited",1,30,"Small Business",Male,3,2,Deluxe,3,Married,6,0,3,0,1,Manager,21249,Middle-aged,Medium,4
203910,0,40,"Self Enquiry",1,13,"Small Business",Male,3,5,Standard,5,Married,6,0,4,1,1,"Senior Manager",28669,Middle-aged,Medium,4
203911,0,28,"Self Enquiry",1,11,Salaried,Male,3,2,Deluxe,4,Married,3,1,4,1,1,Manager,24820,Young,Medium,4
203912,0,50,"Company Invited",3,9,"Small Business",Male,4,5,Deluxe,4,Married,4,0,3,1,3,Manager,24068,Senior,Medium,7
203913,0,35,"Self Enquiry",1,15,"Small Business",Male,3,2,Deluxe,3,Married,4,0,3,0,2,Manager,23082,Middle-aged,Medium,5
203914,1,42,"Self Enquiry",3,7,Salaried,"Fe Male",4,4,Deluxe,3,Unmarried,2,1,4,0,3,Manager,24671,Middle-aged,Medium,7
203915,0,50,"Company Invited",1,15,Salaried,Male,4,5,Deluxe,4,Married,3,0,1,0,1,Manager,23808,Senior,Medium,5
203916,1,38,"Self Enquiry",1,9,Salaried,Male,4,5,Basic,3,Single,8,1,3,0,3,Executive,20768,Middle-aged,Medium,7
203917,0,34,"Company Invited",1,10,Salaried,Female,3,4,Basic,3,Married,3,1,1,1,2,Executive,21587,Middle-aged,Medium,5
203918,0,28,"Self Enquiry",1,9,"Small Business",Male,3,4,Basic,4,Married,2,0,5,1,2,Executive,22146,Young,Medium,5
203919,0,33,"Company Invited",1,9,Salaried,Male,4,4,Basic,3,Unmarried,2,0,3,1,2,Executive,21746,Middle-aged,Medium,6
203920,0,60,"Self Enquiry",1,10,"Small Business",Female,3,2,Basic,5,Married,6,1,1,0,2,Executive,21348,Senior,Medium,5
203921,0,31,"Self Enquiry",1,31,Salaried,Male,4,4,Basic,3,Married,3,0,3,1,3,Executive,21371,Middle-aged,Medium,7
203922,0,39,"Company Invited",1,30,Salaried,Male,3,5,Standard,3,Unmarried,2,0,3,1,1,"Senior Manager",28204,Middle-aged,Medium,4
203923,0,37,"Self Enquiry",1,34,"Small Business",Male,4,4,Deluxe,3,Married,8,0,3,0,1,Manager,23915,Middle-aged,Medium,5
203924,0,36,"Self Enquiry",1,23,"Small Business",Male,3,2,Basic,4,Married,2,0,4,1,2,Executive,21104,Middle-aged,Medium,5
203925,0,30,"Self Enquiry",1,22,Salaried,Female,3,5,Deluxe,3,Unmarried,2,1,1,1,2,Manager,22871,Middle-aged,Medium,5
203926,0,32,"Self Enquiry",1,33,Salaried,Male,3,4,Basic,3,Married,3,0,3,1,2,Executive,21589,Middle-aged,Medium,5
203927,0,35,"Self Enquiry",1,26,"Small Business",Male,4,4,Basic,3,Married,2,0,3,0,1,Executive,21339,Middle-aged,Medium,5
203928,1,29,"Self Enquiry",1,31,Salaried,Male,3,5,Basic,3,Single,7,1,1,0,1,Executive,20706,Young,Medium,4
203929,0,30,"Self Enquiry",1,28,Salaried,Female,3,2,Standard,5,Married,3,0,5,1,2,"Senior Manager",28658,Middle-aged,Medium,5
203930,0,33,"Self Enquiry",1,12,Salaried,Male,4,2,Basic,4,Married,2,1,1,1,3,Executive,21976,Middle-aged,Medium,7
203931,0,23,"Company Invited",1,23,"Small Business",Male,4,2,Basic,3,Married,3,1,3,0,3,Executive,21613,Young,Medium,7
203932,0,54,"Self Enquiry",3,9,Salaried,Female,4,5,"Super Deluxe",3,Married,4,0,3,0,1,AVP,34105,Senior,Medium,5
203933,0,39,"Self Enquiry",1,9,Salaried,Male,3,4,Basic,3,Unmarried,7,1,1,0,1,Executive,22622,Middle-aged,Medium,4
203934,0,25,"Company Invited",1,18,Salaried,Female,4,2,Deluxe,3,Married,2,0,5,0,2,Manager,22689,Young,Medium,6
203935,1,37,"Self Enquiry",3,16,Salaried,Male,3,5,Basic,5,Unmarried,2,0,1,0,1,Executive,22085,Middle-aged,Medium,4
203936,0,35,"Self Enquiry",1,14,Salaried,Female,3,4,Standard,4,Single,2,0,5,0,1,"Senior Manager",30672,Middle-aged,Medium,4
203938,1,35,"Self Enquiry",1,13,"Small Business",Male,3,4,Basic,5,Unmarried,4,0,4,0,1,Executive,21638,Middle-aged,Medium,4
203940,1,33,"Company Invited",1,23,Salaried,Female,4,6,Basic,5,Unmarried,3,1,4,0,1,Executive,22597,Middle-aged,Medium,5
203941,0,43,"Self Enquiry",3,15,"Small Business",Male,3,4,Deluxe,4,Married,2,0,3,1,1,Manager,25503,Middle-aged,Medium,4
203942,0,45,"Self Enquiry",1,14,"Small Business",Female,3,5,Standard,3,Married,5,0,4,0,1,"Senior Manager",28926,Middle-aged,Medium,4
203944,0,34,"Self Enquiry",1,9,"Small Business",Male,4,4,Basic,3,Single,6,0,3,0,3,Executive,21174,Middle-aged,Medium,7
203945,0,45,"Self Enquiry",1,17,Salaried,Male,3,4,Deluxe,3,Married,4,1,3,0,2,Manager,25143,Middle-aged,Medium,5
203946,0,31,"Self Enquiry",1,16,"Small Business",Male,3,5,Basic,3,Single,3,0,4,0,2,Executive,20884,Middle-aged,Medium,5
203947,1,40,"Self Enquiry",3,12,"Large Business",Male,3,4,Deluxe,3,Married,5,0,1,0,1,Manager,20764,Middle-aged,Medium,4
203948,1,25,"Self Enquiry",1,7,"Small Business",Male,4,4,Basic,3,Married,4,1,3,0,3,Executive,20971,Young,Medium,7
203949,0,44,"Self Enquiry",1,9,"Small Business",Female,4,2,Basic,3,Married,3,0,1,1,3,Executive,21323,Middle-aged,Medium,7
203950,1,51,"Self Enquiry",3,10,"Small Business",Male,3,5,Basic,3,Married,3,1,4,1,2,Executive,21361,Senior,Medium,5
203951,0,36,"Self Enquiry",3,9,"Small Business",Female,4,4,Basic,3,Married,3,0,1,1,3,Executive,20692,Middle-aged,Medium,7
203952,0,37,"Self Enquiry",1,12,Salaried,Female,3,5,Basic,5,Married,2,1,1,1,2,Executive,22097,Middle-aged,Medium,5
203953,0,34,"Company Invited",3,7,Salaried,Female,3,2,Deluxe,5,Married,4,0,3,0,2,Manager,24054,Middle-aged,Medium,5
203954,0,36,"Self Enquiry",1,11,Salaried,Male,4,4,Basic,3,Married,3,0,4,1,2,Executive,20629,Middle-aged,Medium,6
203955,0,28,"Self Enquiry",1,9,Salaried,Female,3,4,Basic,5,Married,3,0,3,1,2,Executive,21019,Young,Medium,5
203956,1,27,"Self Enquiry",1,32,Salaried,Male,3,6,Basic,3,Single,3,0,1,0,1,Executive,20971,Young,Medium,4
203957,0,28,"Company Invited",3,15,Salaried,Male,3,4,Standard,3,Unmarried,3,0,1,1,1,"Senior Manager",27404,Young,Medium,4
203958,0,31,"Company Invited",1,7,"Small Business",Female,3,4,Deluxe,3,Unmarried,3,0,3,1,1,Manager,22689,Middle-aged,Medium,4
203959,1,42,"Self Enquiry",1,19,"Large Business",Female,3,4,King,3,Married,3,0,4,1,2,VP,38223,Middle-aged,Medium,5
203960,0,35,"Company Invited",3,30,"Small Business",Male,4,4,Deluxe,3,Unmarried,2,0,5,0,2,Manager,23246,Middle-aged,Medium,6
203961,0,38,"Self Enquiry",1,26,Salaried,Male,4,4,Basic,4,Married,6,0,4,0,2,Executive,21700,Middle-aged,Medium,6
203962,0,47,"Company Invited",3,12,"Small Business",Male,4,4,Deluxe,3,Unmarried,6,1,5,1,2,Manager,24450,Senior,Medium,6
203963,0,36,"Self Enquiry",1,15,Salaried,Male,3,2,Basic,3,Married,3,0,5,1,2,Executive,20947,Middle-aged,Medium,5
203964,1,49,"Self Enquiry",1,7,Salaried,Male,4,5,Standard,3,Unmarried,2,1,5,0,1,"Senior Manager",24059,Senior,Medium,5
203965,1,29,"Self Enquiry",1,12,"Large Business",Male,3,4,Basic,3,Unmarried,3,1,1,0,1,Executive,22119,Young,Medium,4
203966,0,45,"Self Enquiry",3,7,"Small Business",Female,4,4,Deluxe,5,Married,7,1,1,1,2,Manager,24132,Middle-aged,Medium,6
203967,0,36,"Company Invited",1,18,"Small Business",Male,4,5,Standard,5,Married,4,1,5,1,3,"Senior Manager",28562,Middle-aged,Medium,7
203968,0,27,"Self Enquiry",3,30,"Small Business",Female,3,5,Deluxe,3,Married,2,1,1,0,1,Manager,22835,Young,Medium,4
203969,0,34,"Company Invited",1,7,Salaried,Female,4,4,Standard,3,Single,3,1,1,1,1,"Senior Manager",32136,Middle-aged,Medium,5
203970,0,36,"Company Invited",3,6,Salaried,Male,4,4,Standard,5,Married,3,0,4,0,1,"Senior Manager",27747,Middle-aged,Medium,5
203971,0,36,"Self Enquiry",1,30,"Small Business",Female,2,4,Basic,5,Married,5,1,4,0,1,Executive,22692,Middle-aged,Medium,3
203972,0,32,"Self Enquiry",1,14,Salaried,Male,3,4,Deluxe,3,Married,5,0,3,0,2,Manager,24593,Middle-aged,Medium,5
203973,0,38,"Self Enquiry",1,7,Salaried,Male,3,5,Deluxe,3,Married,3,0,5,0,1,Manager,24671,Middle-aged,Medium,4
203974,0,33,"Self Enquiry",1,7,"Small Business",Male,3,4,Deluxe,3,Married,3,1,4,1,2,Manager,24840,Middle-aged,Medium,5
203975,0,39,"Company Invited",1,36,Salaried,Female,3,4,Deluxe,3,Single,3,0,3,1,1,Manager,21084,Middle-aged,Medium,4
203977,0,60,"Self Enquiry",3,32,Salaried,"Fe Male",5,4,Standard,5,Unmarried,2,0,3,1,2,"Senior Manager",26315,Senior,Medium,7
203978,0,37,"Self Enquiry",1,15,"Large Business",Female,3,4,Standard,3,Married,3,0,4,1,1,"Senior Manager",28774,Middle-aged,Medium,4
203979,0,56,"Self Enquiry",1,15,"Small Business",Female,3,4,"Super Deluxe",3,Married,4,1,3,1,2,AVP,33434,Senior,Medium,5
203980,0,37,"Company Invited",1,18,Salaried,Male,4,5,Deluxe,4,Unmarried,3,0,4,1,2,Manager,25177,Middle-aged,Medium,6
203981,0,46,"Self Enquiry",1,14,Salaried,Male,3,4,Standard,5,Married,4,0,3,0,1,"Senior Manager",28402,Senior,Medium,4
203982,0,36,"Company Invited",1,7,"Small Business",Male,4,4,Basic,5,Married,6,0,1,0,2,Executive,20872,Middle-aged,Medium,6
203983,1,37,"Self Enquiry",1,16,"Small Business",Male,4,5,Basic,3,Married,2,1,1,1,3,Executive,22066,Middle-aged,Medium,7
203984,0,60,"Company Invited",3,7,Salaried,"Fe Male",3,5,Deluxe,3,Unmarried,2,0,5,1,1,Manager,24151,Senior,Medium,4
203985,0,30,"Self Enquiry",1,9,Salaried,Male,4,4,Basic,4,Married,2,0,4,1,1,Executive,21381,Middle-aged,Medium,5
203986,0,32,"Self Enquiry",1,7,"Small Business",Male,3,4,Basic,4,Single,3,0,3,1,1,Executive,21179,Middle-aged,Medium,4
203987,0,33,"Self Enquiry",1,7,Salaried,Male,4,4,Deluxe,4,Married,3,0,3,1,1,Manager,24898,Middle-aged,Medium,5
203988,0,37,"Self Enquiry",1,13,Salaried,Female,3,2,Basic,3,Married,5,0,1,0,1,Executive,21716,Middle-aged,Medium,4
203989,0,32,"Self Enquiry",1,15,Salaried,Female,4,4,Deluxe,3,Unmarried,3,0,5,1,3,Manager,23102,Middle-aged,Medium,7
203990,0,36,"Self Enquiry",3,7,"Small Business",Male,3,5,Deluxe,5,Unmarried,2,0,1,1,2,Manager,22990,Middle-aged,Medium,5
203991,0,46,"Self Enquiry",1,13,Salaried,Male,3,4,Standard,5,Married,6,1,3,1,2,"Senior Manager",31923,Senior,Medium,5
203992,0,38,"Self Enquiry",1,14,"Small Business",Male,2,4,Standard,3,Single,6,0,1,0,1,"Senior Manager",32342,Middle-aged,Medium,3
203993,0,47,"Self Enquiry",2,12,"Small Business",Male,4,4,Deluxe,4,Married,2,1,5,1,3,Manager,23699,Senior,Medium,7
203994,0,31,"Self Enquiry",1,7,Salaried,Male,3,5,Deluxe,3,Married,3,1,1,1,2,Manager,23804,Middle-aged,Medium,5
203995,0,36,"Self Enquiry",1,7,"Small Business",Male,2,5,Basic,3,Unmarried,3,0,4,1,1,Executive,21537,Middle-aged,Medium,3
203996,0,56,"Self Enquiry",3,7,Salaried,Male,4,4,Standard,3,Married,5,0,1,0,3,"Senior Manager",28917,Senior,Medium,7
203997,0,39,"Company Invited",1,13,"Small Business",Female,4,6,Deluxe,3,Married,2,1,1,0,3,Manager,24007,Middle-aged,Medium,7
203998,0,35,"Self Enquiry",1,7,"Small Business",Male,4,4,Deluxe,4,Married,3,0,5,1,3,Manager,23003,Middle-aged,Medium,7
203999,0,57,"Self Enquiry",1,14,Salaried,Male,3,6,Standard,3,Unmarried,6,0,1,0,1,"Senior Manager",25938,Senior,Medium,4
204000,0,24,"Self Enquiry",3,9,"Large Business",Male,4,4,Basic,5,Married,5,0,3,1,3,Executive,21000,Young,Medium,7
204001,0,52,"Self Enquiry",1,16,Salaried,Male,4,4,Basic,3,Married,5,0,3,1,1,Executive,20753,Senior,Medium,5
204002,0,31,"Self Enquiry",1,9,Salaried,Male,5,5,Deluxe,3,Married,3,0,4,1,2,Manager,22830,Middle-aged,Medium,7
204003,1,47,"Self Enquiry",3,16,"Small Business",Male,4,5,Standard,3,Unmarried,3,0,5,1,3,"Senior Manager",28297,Senior,Medium,7
204004,0,41,"Company Invited",1,7,Salaried,Male,4,5,"Super Deluxe",4,Married,3,0,1,1,2,AVP,32181,Middle-aged,Medium,6
204005,0,52,"Self Enquiry",3,28,"Small Business",Male,4,4,Deluxe,3,Unmarried,2,1,5,0,3,Manager,24119,Senior,Medium,7
204006,0,31,"Self Enquiry",3,11,"Small Business",Female,4,5,Deluxe,4,Married,3,1,3,1,1,Manager,23887,Middle-aged,Medium,5
204007,0,47,"Company Invited",1,7,"Small Business",Male,3,5,Standard,5,Married,4,1,1,1,2,"Senior Manager",29351,Senior,Medium,5
204008,0,33,"Self Enquiry",3,13,"Small Business",Male,3,4,Deluxe,3,Unmarried,3,0,5,1,2,Manager,23688,Middle-aged,Medium,5
